run_dir,case,replicate,frame,time_s,time_min,dx,dy,dz,net_displacement
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,8,8.0,0.13333333333333333,-0.0439,-0.015,-0.0091,0.047275998138590375
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,9,9.0,0.15,-0.0483,-0.0104,-0.0078,0.050018896429249615
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,10,10.0,0.16666666666666666,-0.053,-0.0023,-0.0066,0.05345886268898731
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,11,11.0,0.18333333333333332,-0.0549,-0.0054,-0.0069,0.055594783927990936
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,12,12.0,0.2,-0.0593,-0.0068,-0.0047,0.05987336636602288
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,13,13.0,0.21666666666666667,-0.0682,-0.0109,-0.0055,0.06928419733243649
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,14,14.0,0.23333333333333334,-0.0679,-0.0047,-0.0055,0.06828433202426454
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,15,15.0,0.25,-0.0661,-0.0071,-0.0102,0.067258159356319
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,16,16.0,0.26666666666666666,-0.0658,-0.0063,-0.0059,0.06636369489412114
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,17,17.0,0.2833333333333333,-0.0686,-0.0081,-0.0051,0.06926456525525876
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,18,18.0,0.3,-0.0749,-0.0077,-0.0086,0.07578429916546038
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,19,19.0,0.31666666666666665,-0.083,-0.0121,-0.0099,0.08445957612964915
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/05_symmetric_aster_fixed_plus_motors/r0001,05_symmetric_aster_fixed_plus_motors,r0001,20,20.0,0.3333333333333333,-0.0867,-0.008,-0.0056,0.08724820915067541
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/06_plus_x_cap_fixed_minus_motors/r0001,06_plus_x_cap_fixed_minus_motors,r0001,0,0.0,0.0,0.0,0.0,0.0,0.0
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/06_plus_x_cap_fixed_minus_motors/r0001,06_plus_x_cap_fixed_minus_motors,r0001,1,1.0,0.016666666666666666,0.0544,-0.0048,-0.0005,0.0546136429841482
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/06_plus_x_cap_fixed_minus_motors/r0001,06_plus_x_cap_fixed_minus_motors,r0001,2,2.0,0.03333333333333333,0.2459,-0.0117,-0.0023,0.24618893151398988
/home/thekaka/project/cytosim/ast/nuclear_propulsion_mechanism_mockups/01_quick_20s/06_plus_x_cap_fixed_minus_motors/r0001,06_plus_x_cap_fixed_minus_motors,r0001,3,3.0,0.05,0.5356,-0.0246,0.0011,0.5361657672772479
